PATIENT_NAME,ECG_T_Onsets__abs_energy,ECG_T_Peaks__abs_energy,ECG_T_Offsets__abs_energy,ECG_R_Onsets__abs_energy,ECG_P_Onsets__abs_energy,ECG_Q_Peaks__abs_energy,ECG_P_Offsets__abs_energy,ECG_P_Peaks__abs_energy,ECG_S_Peaks__abs_energy,ECG_R_Offsets__abs_energy
patient239,3625903070.1441054,3632176939.452933,3646251325.625842,3656432006.9524975,3687211936.270093,3656565312.882065,3696983796.228388,3669171156.2709007,3671452185.3028817,3667030490.933764
patient098,3297998919.738509,3310897195.004816,3316349925.732398,3319594894.8902283,3348646546.43203,3323059456.4518733,3359760106.8612213,3354967982.148608,3331740839.5869536,3337278834.50275
patient098,3271255489.121599,3282496482.1974573,3290694504.22143,3291636686.110465,3323396246.6431847,3294085291.688463,3333971183.0412498,3324831204.83435,3300717452.479291,3303537477.5777264
patient098,3322237713.762164,3337764295.663194,3345646693.1312466,3337702041.731857,3355049061.580109,3340109712.8301044,3366890295.9503307,3362127255.476988,3366244864.069772,3351156620.8990817
patient098,3266917278.2995105,3272807142.005491,3286421494.6967444,3289770557.892816,3312092239.060134,3291865599.781604,3323049808.3196635,3306176743.06542,3297678275.704052,3303656414.088924
patient001,3240716464.6799364,3252413396.05696,3260913210.0084176,3267793137.109488,3296944210.740555,3272070299.477295,3308461153.4783945,3300640079.06527,3277978604.7091293,3283104245.76462
patient001,3266917278.2995105,3273844399.5735054,3286421494.6967444,3289460460.033057,3317127210.175567,3293714359.3391733,3327431261.671918,3318122468.43605,3298814730.368264,3303985236.455464
patient001,359982913.4778932,362960025.80891967,368043778.6853215,370478841.2607247,378565692.8200695,371851147.23409766,383100026.2975778,381564133.4444445,373801325.1571746,376498051.11871296
patient278,3615912598.180875,3630347757.016215,3639646866.027036,3624706289.0488896,3650421426.051549,3627805168.451742,3662528162.284912,3656437784.1004825,3657694491.1501074,3650606282.61139
patient278,3600801617.6531057,3611865491.333039,3604433143.991645,3606543305.750008,3631989401.707993,3609760797.181736,3643969851.04709,3637933109.9103646,3639355017.540807,3629507482.1717753
patient278,3622519759.464035,3633789848.761526,3643346444.670632,3629016384.627084,3655914278.9083614,3632101534.8100166,3667918518.152549,3661806281.670633,3662588541.0354166,3650606282.61139
patient082,3366647079.090085,3376722934.9799767,3386590257.277963,3394195821.892562,3425488855.0494804,3395364767.2002387,3436633902.6673107,3433039982.0035806,3406308644.2581105,3413253202.78486
patient082,3156851828.002678,3102113877.319848,3163508371.5567203,3060210925.748713,3188276267.1981463,3085455639.0142603,3196979692.2659945,3141768342.658162,2918797129.0020885,2975958457.2264805
patient082,3258137393.194458,3269549858.6671605,3277763514.1930866,3278465612.317006,3265926922.9279017,3279421704.761246,3280634363.8760505,3275406014.093223,3293543738.737079,3296130985.375617
patient082,3192280163.780932,3203517831.0320697,3212903260.4608026,3212843386.7983875,3253443897.679916,3226339585.184053,3265037952.536155,3260233112.833475,3233125658.6360536,3272026379.3208504
patient162,376607701.6402887,381672502.901631,381842175.7018492,377015639.543286,396409682.59132326,373926510.5193951,399343077.63088834,397992934.2882462,414469224.26753867,385219111.9033104
patient272,3682558889.46281,3691682778.1846304,3699752509.440083,3699875248.102672,3688310491.3802223,3689178964.825965,3700957138.500056,3696079003.1038218,3715115140.6367793,3704154761.53894
patient028,3259643273.6530614,3270726737.571748,3278190235.4110336,3289882298.6615243,3329085992.4110336,3293311444.206751,3341037142.193957,3336725082.1543365,3304105038.2695594,3304370851.62476
patient028,3207000276.316885,3218116677.306021,3224956689.3440475,3247596151.67867,3295976503.759167,3250341738.495735,3307898130.8747168,3303348721.863286,3266121296.842216,3271964728.966484
patient028,3470141025.562824,3481521281.6500144,3489698475.798286,3504840372.094675,3549659554.7479496,3507101786.006287,3561689652.82694,3557451903.4443398,3518456297.8713017,3571663758.214078
patient147,361288224.1736109,365012700.371142,367199277.08641976,370399153.1402485,377356525.4444445,371324567.0737765,380278167.1882717,379347036.6944442,379373532.6691018,376750551.8705049
patient013,3320446953.267777,3331959074.376387,3340588284.031512,3331920960.7482696,3363238149.648122,3338257859.128166,3374151813.131228,3370875651.697909,3346978457.1117296,3350180880.0875087
patient013,3306702783.696699,3318912806.8712034,3326540791.096993,3319147462.099384,3353119756.581016,3325603850.148721,3363794334.431894,3359155365.1285334,3334249119.721333,3337326360.525317
patient013,3282129072.7592645,3291534764.364685,3302183072.852156,3295000394.3640647,3327604496.9261336,3299920076.640006,3337417507.364245,3334228466.7072988,3309075697.829833,3308240120.213857
patient025,3304732648.980859,3316174892.0750146,3324882746.3436184,3328455864.2948394,3362503897.011578,3331338975.403605,3373894750.0201025,3369024361.1424394,3342309368.3664985,3343140790.9465294
patient025,3192280163.780932,3203517831.0320697,3212903260.4608026,3230957797.7210984,3253443897.679916,3221890011.473708,3265037952.536155,3260233112.833475,3194743964.8573203,3271261644.3781114
patient025,3257915977.52457,3269110820.426605,3277014445.035574,3291263519.7100763,3330615132.956349,3291897719.436314,3342770787.418432,3338049821.438021,3304124461.447381,3305649851.859187
patient255,3623682939.058508,3631620824.897101,3643142022.106746,3644970906.9342456,3682634681.311775,3647563401.49228,3695435322.777752,3691507456.634379,3660478148.593263,3663930933.590365
patient246,3646329321.894064,3657911391.0570154,3667276629.914934,3664949695.641408,3720367748.598564,3679678509.3453617,3733063361.440001,3728831211.711456,3689013537.5625,3693338668.437872
patient198,3196918605.6900005,3208229023.053254,3216734322.899172,3212843386.7983875,3256487970.955976,3225658151.427132,3267158315.957633,3263382512.585148,3239218167.58936,3271964728.966484
patient198,3247806519.879101,3259214425.8620067,3267101450.2669296,3290860424.875617,3250015361.3678136,3279488905.8621807,3264876065.0943093,3259848784.8363647,3292679335.372092,3296012184.4061465
patient167,366459234.765625,370297859.765625,373261434.00062495,371508867.3936621,377143197.030625,373926510.5193951,381793037.225625,379829891.1006249,380476423.9405116,376580784.43245673
patient271,3598645083.262275,3610607093.77093,3618381279.69058,3634085308.646688,3677922288.687916,3640387326.8074007,3689229346.080352,3685120662.383037,3661930276.944504,3661195181.291383
patient018,3246019086.7352366,3255898745.4684024,3266918045.7533,3267454611.800178,3293021279.1157603,3271431986.054444,3305520677.808432,3300731532.83226,3277190003.917511,3282560420.5344443
patient018,3315719330.7548637,3326293750.3382564,3336565560.8796635,3334510612.653878,3355556172.749347,3338497953.12331,3367969628.21313,3362866649.6909566,3343963314.077988,3349619592.8726377
patient018,3319577886.27101,3336810103.8802223,3334645358.125736,3304445697.358189,3328502666.5280995,3308415467.2404323,3339545899.3864326,3337379902.427916,3314369828.8894234,3316950910.3898554
patient042,3284498905.779696,3295969442.4772,3304528374.8637643,3305510755.6122446,3338233965.94408,3308035479.0839,3348602372.190091,3344768387.014449,3319834707.9184136,3322821618.957558
patient042,3261976828.4241314,3273372087.359625,3281691063.680275,3278601588.0569468,3304773009.8171816,3281504447.3968654,3315231378.53085,3311384031.748745,3293762299.5409303,3295205742.9550858
patient042,3250757693.90602,3266899569.5671678,3275932985.9211106,3267689173.786349,3299142824.846124,3273667240.1202936,3310201595.3807635,3305575683.4051843,3284879642.7170258,3287173978.802661
patient042,3310917451.660773,3322369600.0,3329673395.481606,3326940972.504656,3351632255.113611,3329446206.2520986,3361711322.737778,3357738916.0,3342438153.5119195,3342085840.5442896
patient126,357232467.61477435,353844524.5708642,356111286.16345686,360077447.8732108,355853011.2044444,356791007.1480457,359540589.0864197,357974808.93827164,360542492.8714555,362011011.2140832
patient168,360085049.4224426,361291072.83346605,366221519.9551004,362595311.6253586,370269198.7221183,364716701.3682455,379112629.2396807,370622810.497789,367972142.75999993,368199899.8526957
patient168,369514502.0176,372909313.93960005,375215495.4304,370370315.3501537,371124813.16,373563069.6542314,375183728.5156,373713851.6224,378903018.5194157,377501572.6378884
patient039,3322395870.0236583,3344244810.665567,3341381471.4780164,3345367644.894256,3367209511.4835844,3349010035.835547,3383091857.511485,3374987027.623881,3362680129.4887037,3367575110.666089
patient039,3289034988.812744,3295600180.828512,3304615335.218186,3302721900.4576225,3326786871.41837,3302731194.8193965,3339463450.9173555,3334896752.059411,3315860586.7694483,3319482900.949357
patient039,3328546729.501128,3339457023.1541867,3344656569.38827,3342962682.5766573,3367631976.380431,3345546779.4398274,3376867811.266436,3372274517.3066096,3356693258.4976234,3356486163.155359
patient258,3651066367.7120657,3663161178.6211567,3672567144.739173,3688171198.297622,3656003032.648264,3691850950.274247,3672343472.745868,3666226537.6661983,3700962992.859752,3704154761.53894
patient100,3304190526.222495,3315663994.302112,3323658906.0194693,3326174929.0,3324986819.5460544,3330096755.0285263,3338114525.5645504,3333307434.907376,3340393029.2099967,3344963512.906203
patient100,3324008586.3994617,3331870029.065744,3338512538.8423686,3303886948.3565946,3329317907.248024,3307850485.8512816,3339993075.9041824,3335116098.2545614,3336475649.665036,3334704878.163125
patient100,3309298278.209288,3328262961.80592,3334268412.945818,3316851008.803941,3312521717.855366,3320294313.4851727,3332790237.915522,3328262961.80592,3345599034.2017694,3337340069.9642854
patient230,3558795802.173841,3557385140.7913938,3566925284.342747,3574796063.751114,3619083499.3258767,3578711565.4444447,3630122750.25,3626006107.969382,3593760654.496019,3603343577.560546
patient056,3366197965.2077627,3377647009.577531,3386007372.0022945,3386741680.8291016,3420613117.039432,3388135793.5928345,3430166352.268832,3425747995.760184,3397689490.400635,3401693532.564026
patient031,3343452599.956126,3358209440.123346,3363915757.250369,3359819775.6213155,3382149588.183012,3363687221.5564413,3394972112.91796,3389333432.335652,3370928161.1925445,3379802261.1280565
patient031,3350574880.48146,3361165041.9753094,3372038639.249515,3377282946.7609515,3398277025.300127,3380717298.980834,3410956858.327726,3404446110.872576,3387203455.91252,3391340279.639298
patient031,3285657481.029058,3297778290.938776,3305502161.85317,3307428855.0625,3338073821.323547,3310686757.727538,3347830768.903003,3342300494.277801,3322147611.816335,3322821618.957558
patient031,3302815026.719017,3313387059.7549706,3323000771.873537,3318444835.33642,3337933195.6931424,3322127516.4100003,3350970094.3127866,3345773871.682188,3330056813.0375304,3337974387.150636
patient286,3609510315.759044,3619213017.527276,3629585138.430385,3630277929.656173,3658109241.67756,3633519711.4234967,3671106638.624412,3664718873.006151,3655651088.338042,3650606282.61139
patient241,2497336339.6055,2506722744.41673,2514847614.811083,2521688575.617694,2555901224.703445,2412260477.05363,2566538650.845694,2561822564.434966,2464460266.33054,2550350668.7565904
patient241,3522290852.139173,3534043086.578512,3542849004.0995045,3558117126.128156,3523371084.7637186,3561264760.111111,3540005513.3120666,3534043086.578512,3574930158.410642,3571663758.214078
patient232,3585070384.362744,3596549909.5620093,3603275880.6419215,3607770329.1508894,3636638859.704375,3600546906.015588,3649324440.84675,3644413170.567492,3639395718.212697,3640065759.253911
patient203,3645444742.454047,3657530246.15775,3665834934.352624,3681408611.210134,3646278894.403635,3684824175.8238606,3662931537.2469993,3657530246.15775,3695580259.4478574,3665806787.15136
patient220,3156851828.002678,3102113877.319848,3163508371.5567203,3060210925.748713,3188276267.1981463,3085455639.0142603,3196979692.2659945,3141768342.658162,2918797129.0020885,2975958457.2264805
patient108,362840298.5839234,366086526.9870888,368889250.2807164,362595311.6253586,376417014.4039984,366964595.9424,380218959.8171595,378879869.1082883,370319989.69000006,372871984.2581521
patient074,3307622994.9685683,3318144531.1670814,3325674143.4047103,3323994600.603213,3366973297.297442,3334152999.515625,3377887862.833846,3373875748.143715,3352069420.415225,3350671397.73689
patient074,3303480853.353679,3314862519.6788106,3322523308.4444447,3329486182.89,3348484501.965236,3332472193.7859764,3360662687.1304607,3355221834.642617,3345535766.606564,3340620441.191344
patient074,3355712803.593279,3350996109.221014,3378475863.7563624,3363781911.5451245,3397478573.94551,3368161113.4945703,3409765613.134015,3404331018.1021056,3389938245.7072334,3393513811.7632856
patient074,3291523556.6618004,3302972292.045937,3310714266.5352826,3309411902.6619034,3328066462.731138,3312158902.434636,3337340083.985995,3333380786.020132,3322432665.2404504,3319482900.949357
patient041,3324993832.4249315,3334229928.549952,3339670296.0356097,3337300233.728887,3359677819.5930543,3341342406.3083334,3371788984.4419565,3365978164.141804,3346867730.2784305,3349427539.101144
patient041,3330514080.375396,3353784912.894445,3348490118.7771792,3343877817.528926,3364836100.725907,3347935999.159927,3372417380.8539934,3369783386.002714,3353804657.747255,3356494421.492158
patient041,3251495394.5910616,3273468392.8324027,3280086318.098729,3267585212.117008,3284904509.7804527,3271861526.917129,3292937724.4695106,3289592304.676728,3277158684.481906,3281028579.854348
patient041,3362307472.203018,3369406194.985864,3376983021.071331,3346454275.733712,3365453021.065425,3350593677.9874663,3377644523.750038,3371653187.361835,3355589925.500584,3359234302.555648
patient057,3287538121.803265,3298862916.530816,3308249659.40592,3310099749.080872,3325035572.8861737,3307443369.050434,3339707216.0399995,3333359917.351837,3319145812.68923,3319482900.949357
patient237,3624869911.9702206,3636921290.4826174,3645492904.17212,3657508177.58835,3699732904.5235295,3660287688.621608,3709662649.0,3704621665.7772,3669503414.739049,3663930933.590365
patient277,3620535593.981932,3632579771.30152,3641448104.417473,3661021724.346626,3621838379.835902,3664396040.758954,3638350668.798385,3632579771.30152,3677575924.224906,3652116659.771055
patient178,363686459.0466855,365900733.2191037,370021474.8755137,362595311.6253586,377490589.21898216,367508869.0212672,376379785.7594972,376296436.72657305,373706892.25,377501572.6378884
